respiratory_season,tester,sars-cov-2_detected,sample_collection_date,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2025-2026,BioBot,Detected,2025-07-03T00:00:00Z,Municipal,Pittsfield WWTP,111433.022,5,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-03,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,SESD-Peabody Metering Station,454149.205,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-10-02T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,492253.6475,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-02,current
2025-2026,BioBot,Detected,2025-10-17T00:00:00Z,Municipal,MWRA Northern,225369.80857142858,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-17,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,SESD-Peabody Metering Station,821265.1025,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,MWRA Southern,231432.0214285714,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-09-12T00:00:00Z,Municipal,MWRA Southern,307781.6757142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-12,current
2025-2026,BioBot,Detected,2025-10-09T00:00:00Z,Municipal,MWRA Southern,219753.88714285713,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-09,current
2025-2026,BioBot,Detected,2025-11-05T00:00:00Z,Municipal,Uxbridge WWTF,357233.895,2,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-11-05,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Hull WWTF,339659.13999999996,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Fitchburg Public Works,172205.01666666663,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Brockton/ Abington,283036.82,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-07-30T00:00:00Z,Municipal,MWRA Southern,241126.15857142856,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-30,current
2025-2026,BioBot,Detected,2025-07-24T00:00:00Z,Municipal,Pittsfield WWTP,206762.02,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-24,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,Hull WWTF,189153.47999999998,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Detected,2025-07-06T00:00:00Z,Municipal,MWRA Southern,121637.22714285713,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-06,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,MWRA Southern,326050.85714285716,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Detected,2025-09-24T00:00:00Z,Municipal,MWRA Northern,241388.66999999998,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-24,current
2025-2026,BioBot,Detected,2025-10-28T00:00:00Z,Municipal,Brockton/ Abington,170957.945,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-28,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,MWRA Northern,114723.27142857143,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-07-09T00:00:00Z,Municipal,Whitman,104377.03333333333,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Detected,2025-10-09T00:00:00Z,Municipal,Hull WWTF,473735.5533333334,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-09,current
2025-2026,BioBot,Detected,2025-07-18T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,192828.90500000003,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-18,current
2025-2026,BioBot,Detected,2025-07-24T00:00:00Z,Municipal,S.Deerfield WWTP,438506.71666666673,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-07-24,current
2025-2026,BioBot,Detected,2025-07-08T00:00:00Z,Municipal,MWRA Northern,81122.20857142856,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Detected,2025-10-30T00:00:00Z,Municipal,Amherst WWTP,32128.92,2,copies/L,Hadley,MA,Hampshire,2025-11-13T00:00:00Z,2025-10-30,current
2025-2026,BioBot,Detected,2025-09-13T00:00:00Z,Municipal,MWRA Northern,355219.27714285714,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-13,current
2025-2026,BioBot,Detected,2025-09-06T00:00:00Z,Municipal,SESD-Peabody Metering Station,922756.98,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-09-06,current
2025-2026,BioBot,Detected,2025-08-28T00:00:00Z,Municipal,Whitman,598250.71,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Montague Clean Water Facility,181923.83666666667,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,Uxbridge WWTF,413160.8033333333,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,173521.2225,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-08-15T00:00:00Z,Municipal,SESD-Peabody Metering Station,350430.1575,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-08-15,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,MWRA Southern,138750.12571428574,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Detected,2025-09-24T00:00:00Z,Municipal,Montague Clean Water Facility,131138.94666666668,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-09-24,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,MWRA Northern,120645.51999999999,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-07-16T00:00:00Z,Municipal,Uxbridge WWTF,132430.63999999998,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-16,current
2025-2026,BioBot,Detected,2025-11-02T00:00:00Z,Municipal,MWRA Southern,121222.63857142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-11-02,current
2025-2026,BioBot,Detected,2025-09-16T00:00:00Z,Municipal,SESD-Peabody Metering Station,3729780.455,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-09-16,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Hull WWTF,1944152.6466666665,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-07-03T00:00:00Z,Municipal,Hull WWTF,98199.73333333332,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-03,current
2025-2026,BioBot,Detected,2025-07-30T00:00:00Z,Municipal,S.Deerfield WWTP,221788.29750000002,4,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-07-30,current
2025-2026,BioBot,Detected,2025-08-01T00:00:00Z,Municipal,MWRA Southern,213726.62714285712,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-01,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,Hull WWTF,242749.20333333337,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-10-04T00:00:00Z,Municipal,MWRA Southern,214222.58571428573,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-04,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Hull WWTF,294073.70666666667,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-07-25T00:00:00Z,Municipal,MWRA Southern,170130.07857142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-25,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,Wareham WPCF,293792.88749999995,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Detected,2025-11-05T00:00:00Z,Municipal,S.Deerfield WWTP,1496967.9566666668,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-11-05,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,Haverhill WWTP,365836.9166666667,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-10-15T00:00:00Z,Municipal,Wareham WPCF,372541.6925,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-15,current
2025-2026,BioBot,Detected,2025-10-29T00:00:00Z,Municipal,Fitchburg Public Works,222687.15499999997,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-10-29,current
2025-2026,BioBot,Detected,2025-10-12T00:00:00Z,Municipal,MWRA Northern,201985.92142857146,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-12,current
2025-2026,BioBot,Detected,2025-07-20T00:00:00Z,Municipal,MWRA Southern,155602.2285714286,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-20,current
2025-2026,BioBot,Detected,2025-09-08T00:00:00Z,Municipal,MWRA Southern,290060.20142857137,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-08,current
2025-2026,BioBot,Detected,2025-07-15T00:00:00Z,Municipal,Upper Blackstone Clean Water,95696.4975,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Detected,2025-08-28T00:00:00Z,Municipal,Plymouth Headworks Influent,274160.18333333335,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Detected,2025-07-24T00:00:00Z,Municipal,Lynn WWTF,226335.20666666667,3,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-07-24,current
2025-2026,BioBot,Detected,2025-10-31T00:00:00Z,Municipal,MWRA Southern,99497.77857142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-31,current
2025-2026,BioBot,Detected,2025-09-29T00:00:00Z,Municipal,MWRA Northern,243051.50000000003,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-29,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,MWRA Northern,144344.03285714285,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,Haverhill WWTP,175078.53666666665,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,Haverhill WWTP,219400.04666666666,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,MWRA Southern,241441.30142857143,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-10-17T00:00:00Z,Municipal,MWRA Southern,148674.60166666665,6,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-17,current
2025-2026,BioBot,Detected,2025-07-30T00:00:00Z,Municipal,Whitman,187986.4,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-30,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,Plymouth Headworks Influent,336669.7733333334,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-07-28T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,108254.95666666667,3,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Detected,2025-11-06T00:00:00Z,Municipal,Pittsfield WWTP,290437.7025,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-11-06,current
2025-2026,BioBot,Detected,2025-08-24T00:00:00Z,Municipal,MWRA Northern,276222.90428571426,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-24,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,Hull WWTF,150237.74333333332,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-07-18T00:00:00Z,Municipal,SESD-Peabody Metering Station,231603.64500000002,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-18,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,424100.5525,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-08-06T00:00:00Z,Municipal,Montague Clean Water Facility,38558.613333333335,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-08-06,current
2025-2026,BioBot,Detected,2025-09-12T00:00:00Z,Municipal,SESD-Peabody Metering Station,3651545.4425000004,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-09-12,current
2025-2026,BioBot,Detected,2025-10-30T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,182123.45,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-30,current
2025-2026,BioBot,Detected,2025-09-12T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,638717.51,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-09-12,current
2025-2026,BioBot,Detected,2025-10-12T00:00:00Z,Municipal,MWRA Southern,219352.82285714286,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-12,current
2025-2026,BioBot,Detected,2025-07-15T00:00:00Z,Municipal,MWRA Northern,108929.46428571429,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Detected,2025-10-30T00:00:00Z,Municipal,Wareham WPCF,262871.6175,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-30,current
2025-2026,BioBot,Detected,2025-10-02T00:00:00Z,Municipal,MWRA Southern,239478.41999999998,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-02,current
2025-2026,BioBot,Detected,2025-10-30T00:00:00Z,Municipal,MWRA Southern,106825.04428571428,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-30,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,Wareham WPCF,457422.7475,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Detected,2025-10-22T00:00:00Z,Municipal,S.Deerfield WWTP,207309.28249999997,4,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-22,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Brockton/ Abington,165558.1725,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-09-30T00:00:00Z,Municipal,MWRA Southern,222319.18285714285,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-09-30,current
2025-2026,BioBot,Detected,2025-07-17T00:00:00Z,Municipal,Whitman,91119.73999999999,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-17,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Plymouth Headworks Influent,1237384.8366666667,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,Plymouth Headworks Influent,763992.505,2,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Not Detected,2025-09-04T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-04,current
2025-2026,BioBot,Detected,2025-09-04T00:00:00Z,Municipal,Surfside WTF,404516.305,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-04,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Pittsfield WWTP,100034.845,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-07-18T00:00:00Z,Municipal,MWRA Southern,149967.9385714286,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-18,current
2025-2026,BioBot,Detected,2025-10-25T00:00:00Z,Municipal,MWRA Southern,133245.79571428572,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-25,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,Pittsfield WWTP,92991.00666666667,3,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Brockton/ Abington,521037.1775,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-07-01T00:00:00Z,Municipal,Fall River WWTP,45157.05,5,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-07-01,current
2025-2026,BioBot,Detected,2025-07-05T00:00:00Z,Municipal,MWRA Northern,99004.89857142858,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-05,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,S.Deerfield WWTP,140936.58333333334,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-08-27T00:00:00Z,Municipal,MWRA Southern,340704.27999999997,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-27,current
2025-2026,BioBot,Detected,2025-08-26T00:00:00Z,Municipal,MWRA Southern,337756.3642857143,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-26,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,MWRA Southern,199819.7457142857,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-10-28T00:00:00Z,Municipal,SESD-Peabody Metering Station,317531.9675,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-28,current
2025-2026,BioBot,Detected,2025-07-26T00:00:00Z,Municipal,MWRA Northern,142295.9,7,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-07-26,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Montague Clean Water Facility,19990941.933333334,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Not Detected,2025-11-04T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-11-04,current
2025-2026,BioBot,Detected,2025-11-04T00:00:00Z,Municipal,New Bedford WWTF,1368.19,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-11-04,current
2025-2026,BioBot,Detected,2025-11-04T00:00:00Z,Municipal,New Bedford WWTF,216268.84,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-11-04,current
2025-2026,BioBot,Detected,2025-11-04T00:00:00Z,Municipal,New Bedford WWTF,12064.17,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-11-04,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,Hopedale WWTP,131764.19,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Detected,2025-09-01T00:00:00Z,Municipal,Upper Blackstone Clean Water,804855.2933333333,3,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-09-01,current
2025-2026,BioBot,Detected,2025-10-15T00:00:00Z,Municipal,Greenfield WPCF,167817.615,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-15,current
2025-2026,BioBot,Detected,2025-11-03T00:00:00Z,Municipal,Brockton/ Abington,169924.1575,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-11-03,current
2025-2026,BioBot,Detected,2025-10-28T00:00:00Z,Municipal,Whitman,100910.7075,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-28,current
2025-2026,BioBot,Detected,2025-08-19T00:00:00Z,Municipal,Amherst WWTP,106220.40333333334,3,copies/L,Hadley,MA,Hampshire,2025-11-13T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Detected,2025-08-14T00:00:00Z,Municipal,Plymouth Headworks Influent,275973.59,1,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-14,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,Greenfield WPCF,303636.86,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,Pittsfield WWTP,109504.10250000001,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-09-29T00:00:00Z,Municipal,Fitchburg Public Works,394617.69,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-09-29,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,Montague Clean Water Facility,36338.59333333333,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-10-19T00:00:00Z,Municipal,Brockton/ Abington,155462.7725,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-19,current
2025-2026,BioBot,Detected,2025-07-15T00:00:00Z,Municipal,New Bedford WWTF,109324.81,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Not Detected,2025-07-15T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Not Detected,2025-06-30T00:00:00Z,Municipal,Brockton/ Abington,62372.5125,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-06-30,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,Fitchburg Public Works,717395.115,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,SESD-Peabody Metering Station,213204.79333333333,3,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,Lynn WWTF,199814.455,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-09-02T00:00:00Z,Municipal,Plymouth Headworks Influent,174980.55999999997,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,Pittsfield WWTP,101221.78249999999,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-09-03T00:00:00Z,Municipal,Uxbridge WWTF,830235.8466666667,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-03,current
2025-2026,BioBot,Not Detected,2025-08-07T00:00:00Z,Municipal,Surfside WTF,54123.115,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Not Detected,2025-08-07T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Surfside WTF,129617.03,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Surfside WTF,75493.915,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Surfside WTF,55192.009999999995,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Surfside WTF,1068.895,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,Fitchburg Public Works,299946.185,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-08-18,current
